企查查搜索关键字,公司在企查查编号,公司在企查查地址,公司名称,公司标签,法定代表人,法定代表人拥有企业数量,公司地址,公司电话,公司邮箱-单个,公司邮箱-多个,公司网址,公司邮箱,公司简介,企业类型,经营状态,成立日期,注册资本,实缴资本,工商注册号,统一社会信用代码,营业期限,参保人数,曾用名,注册地址,经营范围,纳税人识别号,纳税人资质,行业,登记机关,英文名称,组织机构代码,核准日期,人员规模,评分
高密长和机械有限公司,776694652,https://www.tianyancha.com/company/776694652,高密长和机械有限公司,在业 曾用名 小微企业 ,张积军,1,高密市城南街西首  ,13573658108,chianchanghe@163.com,"[""chianchanghe@163.com"",""chinachanghe@163.com""]",,"[""chianchanghe@163.com"",""chinachanghe@163.com""]", 高密长和机械有限公司，成立于2000-04-21，注册资本为8.5251万美元，法定代表人为张积军，经营状态为在业，工商注册号为370700400003724，注册地址为高密市城南街西首，经营范围包括生产销售健身器材配件、纺织配件。(依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准)  ,有限责任公司(外国法人独资),在业,2000-04-21,8.5251万美元,8.5251万美元,370700400003724,91370700720792720C,2000-04-21             至 2035-04-20,0,,高密市城南街西首,生产销售健身器材配件、纺织配件。(依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准),91370700720792720C,增值税一般纳税人,通用设备制造业,潍坊市市场监督管理局,"Gaomi Changhe Founding Co.,Ltd.",720792720,2018-12-24,-,53
泰安亚鲁巴建筑材料有限责任公司,556126497,https://www.tianyancha.com/company/556126497,泰安亚鲁巴建筑材料有限责任公司,在业 小微企业 ,RANGASWAMY NATARAJ SUREASH YAADEV,1,泰安市泰山区上高乡（超越小区2号楼2单元501室）  ,18366623977,1013001530@qq.com,"[""1013001530@qq.com"",""1013601530@qq.com""]",,"[""1013001530@qq.com"",""1013601530@qq.com""]", 泰安亚鲁巴建筑材料有限责任公司，成立于2011-05-26，注册资本为10万人民币，法定代表人为RANGASWAMY NATARAJ SUREASH YAADEV，经营状态为在业，工商注册号为370900400003497，注册地址为泰安市泰山区上高乡（超越小区2号楼2单元501室），经营范围包括建筑材料、装饰材料、手工艺品、家具、日用百货、水果的销售、进出口业务(不含国家禁止或限制的业务。涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理)。  ,有限责任公司(外国自然人独资),在业,2011-05-26,10万人民币,-,370900400003497,9137090057394659XX,2011-05-26             至 2041-05-24,0,-,泰安市泰山区上高乡（超越小区2号楼2单元501室）,建筑材料、装饰材料、手工艺品、家具、日用百货、水果的销售、进出口业务(不含国家禁止或限制的业务。涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理)。,9137090057394659XX,辅导期增值税一般纳税人,批发业,泰安市市场监督管理局,-,57394659X,2016-09-22,-,47
济南迪拉特棉制品有限公司,2352473083,https://www.tianyancha.com/company/2352473083,济南迪拉特棉制品有限公司,开业 小微企业 ,丹达帕·迪奔度,1,山东省济南市高新区康虹路莱茵小镇38号楼1单元215  ,18505412747,1766651543@qq.com,"[""1766651543@qq.com"",""676652962@qq.com"",""962558892@qq.com""]",,"[""1766651543@qq.com"",""676652962@qq.com"",""962558892@qq.com""]", 济南迪拉特棉制品有限公司是一家集专业生产加工与进出口销售的婴幼儿产品公司，主要涉及纸尿裤、拉拉裤、成人纸尿裤、奶瓶、湿巾等各种婴幼儿产品。公司拥有完整、科学的质量管理体系，我们的诚信、实力和产品质量均获得业界的广泛认可。欢迎各界朋友莅临参观、指导和业务洽谈。  ,有限责任公司(外国自然人独资),开业,2015-11-06,2万美元,0人民币,370127400001113,91370100MA3BYN7EX3,2015-11-06             至 2035-11-05,0,-,山东省济南市高新区康虹路莱茵小镇38号楼1单元215,棉制品的批发、零售；婴幼儿用品、针纺织品、日用百货、卫生用品、卫生洁具、纸制品、家具、办公用品、工艺品（不含文物）、服装鞋帽、箱包、皮革制品、化妆品、家用电器、汽车配件、摩托车配件、电动自行车、文具、消防器材、建筑材料、非专控通讯器材、计算机及辅助设备、软件、电子产品、电线电缆、电动工具、音响设备、非专控农副产品、化工产品（不含危险化学品）、预包装食品的批发；货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,91370100MA3BYN7EX3,增值税一般纳税人,批发业,济南高新技术产业开发区管委会市场监管局,-,MA3BYN7EX,2018-08-17,-,47
潍坊兰花国际贸易有限公司,2357665717,https://www.tianyancha.com/company/2357665717,潍坊兰花国际贸易有限公司,在业 ,P.S.GOVINDARAJULU,1,潍坊市奎文区泰华城B1005  ,,,,,, 潍坊兰花国际贸易有限公司，成立于2016-01-08，注册资本为10万人民币，法定代表人为P.S.GOVINDARAJULU，经营状态为在业，工商注册号为370700400015279，注册地址为潍坊市奎文区泰华城B1005，经营范围包括从事棉纱、家纺的进出口业务（不含分销业务）(依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准)。  ,有限责任公司(外国自然人独资),在业,2016-01-08,10万人民币,-,370700400015279,91370700MA3C5AE237,2016-01-08             至 2026-01-07,-,-,潍坊市奎文区泰华城B1005,从事棉纱、家纺的进出口业务（不含分销业务）(依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准)。,91370700MA3C5AE237,-,批发业,潍坊市市场监督管理局,-,MA3C5AE23,2016-01-08,-,47
宝利脉（莱阳）医疗用品有限公司,408873715,https://www.tianyancha.com/company/408873715,宝利脉（莱阳）医疗用品有限公司,开业 小微企业 ,义满书．贝德,1,山东省莱阳市经济开发区鹤山路A区  ,0535-7261880,xwd@medlight.com.cn,"[""xwd@medlight.com.cn"",""lvxiaohua111@163.com"",""lmx1956@126.com""]",,"[""xwd@medlight.com.cn"",""lvxiaohua111@163.com"",""lmx1956@126.com""]"," 宝利脉（莱阳）医疗用品有限公司，成立于2007-06-25，注册资本为110万美元，法定代表人为义满书．贝德，经营状态为开业，工商注册号为370682400002685，注册地址为山东省莱阳市经济开发区鹤山路A区，经营范围包括生产、加工三类注射穿刺器械，一、二、三类医用高分子材料及制品,公司上述所列自产产品全部销往国外市场（凭法定的许可证件经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期限以许可证为准）。  ",有限责任公司(外国法人独资),开业,2007-06-25,110万美元,110万人民币,370682400002685,913706826635188550,2007-06-25             至 2027-05-23,65,-,山东省莱阳市经济开发区鹤山路A区,"生产、加工三类注射穿刺器械，一、二、三类医用高分子材料及制品,公司上述所列自产产品全部销往国外市场（凭法定的许可证件经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期限以许可证为准）。",913706826635188550,增值税一般纳税人,医药制造业,莱阳市市场监督管理局,-,663518855,2016-03-24,50-99人,68
潍坊捷晶国际贸易有限公司,1226260996,https://www.tianyancha.com/company/1226260996,潍坊捷晶国际贸易有限公司,在业 小微企业 ,Jain Bharat Kumar,1,潍坊市奎文区樱前街13368号20号楼1518  ,18657984663,439591842@qq.com,"[""439591842@qq.com"",""759722082@qq.com""]",,"[""439591842@qq.com"",""759722082@qq.com""]", 潍坊捷晶国际贸易有限公司，成立于2011-10-14，注册资本为8万美元，法定代表人为Jain Bharat Kumar，经营状态为在业，工商注册号为370700400013978，注册地址为潍坊市奎文区樱前街13368号20号楼1518，经营范围包括批发玻璃制品、机械配件、五金工具、纸张、针纺织品、服装及服装辅料、日用百货、玩具、皮革制品、电脑及配件、电子产品、汽车配件、家用小电器(依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准)。  ,有限责任公司(外国自然人独资),在业,2011-10-14,8万美元,8万美元,370700400013978,91370700583087004H,2011-10-14             至 2041-10-13,1,-,潍坊市奎文区樱前街13368号20号楼1518,批发玻璃制品、机械配件、五金工具、纸张、针纺织品、服装及服装辅料、日用百货、玩具、皮革制品、电脑及配件、电子产品、汽车配件、家用小电器(依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准)。,91370700583087004H,-,批发业,潍坊市市场监督管理局,-,583087004,2016-10-11,小于50人,53
印孚瑟斯技术（上海）有限公司,770006170,https://www.tianyancha.com/company/770006170,印孚瑟斯技术（上海）有限公司,存续 ,朱石磊,15,上海市闵行区东川路555号戊楼401、501室  ,021-58843000,anny_liu@infosys.com,,,, 印孚瑟斯技术（上海）有限公司，成立于2011-02-21，注册资本为16500万美元，法定代表人为朱石磊，经营状态为存续，工商注册号为310000400643765，注册地址为上海市闵行区东川路555号戊楼401、501室，经营范围包括研发、设计、制作软件（音像制品、电子出版物除外），销售自产产品并提供相关技术咨询和售后服务，计算机、网络技术的开发，软件的测试及维护，企业管理咨询，计算机硬件、软件的进出口、批发、佣金代理（拍卖除外），创业孵化器经营管理。【依法须经批准的项目，经相关部门批准后方可开展经营活动】  ,有限责任公司(外国法人独资),存续,2011-02-21,16500万美元,14960万美元,310000400643765,91310000569580636B,2011-02-21             至 2061-02-20,461,-,上海市闵行区东川路555号戊楼401、501室,研发、设计、制作软件（音像制品、电子出版物除外），销售自产产品并提供相关技术咨询和售后服务，计算机、网络技术的开发，软件的测试及维护，企业管理咨询，计算机硬件、软件的进出口、批发、佣金代理（拍卖除外），创业孵化器经营管理。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310000569580636B,增值税一般纳税人,软件和信息技术服务业,上海市市场监督管理局,"Infosys Technologies (Shanghai) Co., Ltd.",569580636,2021-11-04,100-499人,97
印孚瑟斯技术（中国）有限公司,1157363841,https://www.tianyancha.com/company/1157363841,印孚瑟斯技术（中国）有限公司,存续 曾用名 技术先进型服务企业 ,朱石磊,15,中国（上海）自由贸易试验区芳春路400号1幢427室  ,021-58843000,anny_liu@infosys.com,,,, 印孚瑟斯技术（中国）有限公司是Infosys在中国的全资子公司，成为中国第一家通过CMMI LEVEL5 V1.2 认证的软件咨询服务公司。印孚瑟斯技术（中国）有限公司正以快速的扩张速度和全方位的服务，致力成为中国最好的软件咨询服务公司!  ,有限责任公司(外国法人独资),存续,2003-10-10,7800万美元,5800万美元,310115400134785,913101157547751363,2003-10-10             至 2053-10-09,217,,中国（上海）自由贸易试验区芳春路400号1幢427室,一般项目：软件销售；软件开发；软件外包服务；计算机软硬件及辅助设备批发；互联网设备销售；网络设备销售；信息技术咨询服务；计算机信息科技领域内的技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息系统集成服务；信息系统运行维护服务；企业管理咨询；货物进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：第二类增值电信业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,913101157547751363,增值税一般纳税人,软件和信息技术服务业,上海市市场监督管理局,"Infosys Technologies(China)Co.,Ltd.",754775136,2021-11-16,100-499人,96
爱渠西来信息技术（上海）有限公司,600455405,https://www.tianyancha.com/company/600455405,爱渠西来信息技术（上海）有限公司,存续 ,PRATEEK AGGARWAL,2,中国（上海）自由贸易试验区盛夏路399弄2号3楼301室  ,021-20743888,lili.mao@hcl.com,"[""lili.mao@hcl.com"",""georgey@hcl.com""]",,"[""lili.mao@hcl.com"",""georgey@hcl.com""]", 注册号：****所在地：上海市注册资本：220万美元法定代表：ANILKUMARCHANANA企业类型：有限责任公司（外国法人独资）登记状态：存续登记机关：自贸试验区分局注册地址：上海市张江高科技园区郭守敬路498号14幢23500室  ,有限责任公司(外国法人独资),存续,2007-07-23,220万美元,220万人民币,310115400228080,91310115664306168R,2007-07-23             至 2027-07-22,394,-,中国（上海）自由贸易试验区盛夏路399弄2号3楼301室,软件的设计、开发、制作，销售自产产品；系统集成的调试和维护；并提供相关的技术咨询、技术服务；商务咨询；企业管理咨询。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310115664306168R,增值税一般纳税人,软件和信息技术服务业,自由贸易试验区市场监督管理局,HCL Technologies(Shanghai)Ltd.,664306168,2022-02-17,100-499人,74
阿图国际贸易（上海）有限公司,269943088,https://www.tianyancha.com/company/269943088,阿图国际贸易（上海）有限公司,存续 小微企业 ,THIRUKONDA RENGACHARI GOPI KANNAN,1,中国（上海）自由贸易试验区美盛路56号211室  ,021-64753255,atul@atulchina.com,,,, 阿图国际贸易（上海）有限公司成立于2004年04月21日，主要经营范围为国际贸易、转口贸易、区内企业间的贸易及区内贸易代理等。  ,有限责任公司(外国法人独资),存续,2004-04-21,41万美元,41万美元,310115400148661,91310000761175972B,2004-04-21             至 2024-04-20,3,-,中国（上海）自由贸易试验区美盛路56号211室,国际贸易、转口贸易、区内企业间的贸易及区内贸易代理；区内商业性简单加工及商品展示；区内贸易咨询服务；染料、染料中间体、化工原料及产品（含危险品、范围详见危险化学品经营许可证）、环氧树脂、纺织品、纺织机械及配件的批发、佣金代理（拍卖除外）和进出口，并提供相关的配套服务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的、按国家有关规定办理申请）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310000761175972B,增值税一般纳税人,批发业,自由贸易试验区市场监管局,Atul China Ltd,761175972,2016-03-19,小于50人,61
赫威贸易（上海）有限公司,313357408,https://www.tianyancha.com/company/313357408,赫威贸易（上海）有限公司,存续 小微企业 ,KADHER BATCHA KARAI S.MOHAMED,1,上海市浦东新区浦建路1432号220室  ,021-62702122,meiling@hweartextiles.com,,,, 赫威贸易（上海）有限公司成立于2011年08月05日，主要经营范围为服饰面料、服饰辅料、建筑材料（钢材、水泥除外）的批发、佣金代理（拍卖除外）和进出口，提供相关配套服务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）等。  ,有限责任公司(外国自然人独资),存续,2011-08-05,250万美元,-,310115400271253,91310115579125629X,2011-08-05             至 2031-08-04,50,-,上海市浦东新区浦建路1432号220室,一般项目：服饰面料、服饰辅料、服装服饰、日用口罩（非医用）、第一类医疗器械、劳动保护用品、家具、建筑材料（钢材、水泥除外）的批发、佣金代理（拍卖除外）和进出口，提供相关配套服务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）；国际贸易信息咨询（金融信息除外）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,91310115579125629X,增值税一般纳税人,批发业,浦东新区市场监督管理局,-,579125629,2021-12-07,50-99人,75
科比德（上海）软件技术有限公司,1051702110,https://www.tianyancha.com/company/1051702110,科比德（上海）软件技术有限公司,存续 小微企业 ,KISHOR PATIL,1,上海市普陀区岚皋路567号1603-1604室  ,021-52920209,merry.li@kpit.com,"[""merry.li@kpit.com"",""lijiahui_sh@shinewing.com"",""merry.li@kpitcummins.com""]",,"[""merry.li@kpit.com"",""lijiahui_sh@shinewing.com"",""merry.li@kpitcummins.com""]", 科比德（上海）软件技术有限公司成立于2011年01月12日，主要经营范围为计算机软件的研发、设计、制作、销售自产产品等。  ,有限责任公司(外国法人独资),存续,2011-01-12,2178.64万人民币,1407.57万人民币,310115400266251,91310000568001786C,2011-01-12             至 2041-01-11,15,-,上海市普陀区岚皋路567号1603-1604室,计算机软件的研发、设计、转让自研成果；网络技术的开发与技术支持；系统集成的设计、调试、维护；提供相关的技术咨询和技术服务；计算机软硬件（电子出版物除外）的批发、佣金代理（拍卖除外），并提供相关配套服务；自有设备租赁（不涉及国营贸易管理商品，涉及配额许可证管理商品的，按国家有关规定办理申请）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310000568001786C,增值税一般纳税人,软件和信息技术服务业,上海市市场监督管理局,-,568001786,2020-12-03,小于50人,77
甲骨文金融服务软件（上海）有限公司,1544551503,https://www.tianyancha.com/company/1544551503,甲骨文金融服务软件（上海）有限公司,存续 小微企业 ,AVADHUT DIGAMBAR KETKAR,1,上海市黄浦区天津路155号1202室  ,021-23023000,yuan.bai@oracle.com,,,, 甲骨文金融服务软件（上海）有限公司，成立于2010-02-23，注册资本为100万美元，法定代表人为AVADHUT DIGAMBAR KETKAR，经营状态为存续，工商注册号为310000400616035，注册地址为上海市黄浦区天津路155号1202室，经营范围包括开发、生产计算机软件产品；计算机系统集成及相关的软件系统的安全、调试、销售自产产品；提供技术咨询、技术维修、技术服务和软件产品的售后技术培训；计算机软硬件和相关配套件的批发，进出口、佣金代理（拍卖除外）（不涉及国营贸易管理商品，涉及配额、许可证管理的商品，按国家有关规定办理申请）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】  ,有限责任公司(外国法人独资),存续,2010-02-23,100万美元,100万美元,310000400616035,91310000551510963C,2010-02-23             至 2040-02-22,13,-,上海市黄浦区天津路155号1202室,开发、生产计算机软件产品；计算机系统集成及相关的软件系统的安全、调试、销售自产产品；提供技术咨询、技术维修、技术服务和软件产品的售后技术培训；计算机软硬件和相关配套件的批发，进出口、佣金代理（拍卖除外）（不涉及国营贸易管理商品，涉及配额、许可证管理的商品，按国家有关规定办理申请）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310000551510963C,增值税一般纳税人,批发业,上海市市场监督管理局,Oracle Financial Services Software （Shanghai） Limited,551510963,2021-06-11,小于50人,68
锦茂国际物流（上海）有限公司,1104513084,https://www.tianyancha.com/company/1104513084,锦茂国际物流（上海）有限公司,开业 小微企业 ,秦薇,4,中国（上海）自由贸易试验区临港新片区业盛路188号A-1163室  ,021-61486813,shanghai@jc-omtrax.com,"[""shanghai@jc-omtrax.com"",""sujian@jc-omtrax.com"",""wzhang@jc-omtrax.com""]",,"[""shanghai@jc-omtrax.com"",""sujian@jc-omtrax.com"",""wzhang@jc-omtrax.com""]", 锦茂国际物流（上海）有限公司，成立于2011-03-07，注册资本为80万美元，法定代表人为秦薇，经营状态为开业，工商注册号为310115400267424，注册地址为中国（上海）自由贸易试验区临港新片区业盛路188号A-1163室，经营范围包括承办海运、空运进出口货物的国际运输代理业务，包括：揽货、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费、报关、报验、保险及相关的咨询服务；提供国际货物流通领域的供应链管理，无船承运业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】  ,有限责任公司(中外合资),开业,2011-03-07,80万美元,80万人民币,310115400267424,91310000569612933X,2011-03-07             至 2031-03-06,18,-,中国（上海）自由贸易试验区临港新片区业盛路188号A-1163室,承办海运、空运进出口货物的国际运输代理业务，包括：揽货、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费、报关、报验、保险及相关的咨询服务；提供国际货物流通领域的供应链管理，无船承运业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310000569612933X,增值税一般纳税人,多式联运和运输代理业,自由贸易试验区临港新片区市场监督管理局,-,569612933,2021-01-08,小于50人,67
崇赋（上海）贸易有限公司,1057662435,https://www.tianyancha.com/company/1057662435,崇赋（上海）贸易有限公司,存续 小微企业 ,MARU HARISH KUMAR,1,中国（上海）自由贸易试验区马吉路2号1101室  ,021-58369557,2355725117@qq.com,"[""2355725117@qq.com"",""cissy.cheng@chongfutrading.com""]",,"[""2355725117@qq.com"",""cissy.cheng@chongfutrading.com""]", 崇赋（上海）贸易有限公司成立于2012年06月11日，主要经营范围为从事木材（原木出口除外）、建筑材料（钢材、水泥除外）、金属材料（钢材、贵金属、稀有金属除外）的批发，进出口，佣金代理（拍卖除外）及相关配套服务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）等。  ,有限责任公司(外国自然人独资),存续,2012-06-11,700万美元,181.5万美元,310000400684835,91310115594710076G,2012-06-11             至 2042-06-10,1,-,中国（上海）自由贸易试验区马吉路2号1101室,从事木材（原木出口除外）、建筑材料（钢材、水泥除外）、金属材料（钢材、贵金属、稀有金属除外）的批发，进出口，佣金代理（拍卖除外）及相关配套服务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310115594710076G,增值税一般纳税人,批发业,自由贸易试验区市场监管局,Chongfu(Shanghai)International Trading Company Ltd.,594710076,2019-04-15,小于50人,81
阿乐滨度（上海）贸易有限公司,657048699,https://www.tianyancha.com/company/657048699,阿乐滨度（上海）贸易有限公司,存续 小微企业 ,宋强,7,上海市长宁区仙霞路319号1401室  ,021-52080868,lily@allpharma.com.cn,"[""lily@allpharma.com.cn"",""30887322@qq.com""]",,"[""lily@allpharma.com.cn"",""30887322@qq.com""]", 阿乐滨度（上海）贸易有限公司成立于2007年02月16日，主要经营范围为精细化工产品、药品原料与中间体（药品、危险品除外）、机械设备、仪器仪表的批发、佣金代理（拍卖除外）、进出口、提供相关的配套服务、商务咨询、仓储及售后服务（涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理）等。  ,有限责任公司(外国法人独资),存续,2007-02-16,500万人民币,500万人民币,310000400503537,91310000797063470B,2007-02-16             至 2037-02-15,6,-,上海市长宁区仙霞路319号1401室,精细化工产品、药品原料与中间体（药品、危险品除外）、机械设备、仪器仪表的批发、佣金代理（拍卖除外）、进出口、提供相关的配套服务、商务咨询、仓储及售后服务（涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310000797063470B,增值税一般纳税人,批发业,上海市市场监督管理局,"All Pharma(Shanghai)Trading Co.,Ltd.",797063470,2021-08-06,小于50人,67
迈克罗迈帝克数控机械贸易（上海）有限公司,306743588,https://www.tianyancha.com/company/306743588,迈克罗迈帝克数控机械贸易（上海）有限公司,存续 曾用名 小微企业 ,COIMBATORE RAMASWAMY RAGURAMACHANDRAN,1,中国（上海）自由贸易试验区美约路81号3幢102、202部位  ,021-58665031,cyj010210@163.com,"[""cyj010210@163.com"",""787835748@qq.com""]",,"[""cyj010210@163.com"",""787835748@qq.com""]", 迈克罗迈帝克数控机械贸易（上海）有限公司，成立于2007-04-16，注册资本为570万美元，法定代表人为COIMBATORE RAMASWAMY RAGURAMACHANDRAN，经营状态为存续，工商注册号为310115400221391，注册地址为中国（上海）自由贸易试验区美约路81号3幢102、202部位，经营范围包括机械、机械器具和零件及其配套软件，电机、电气设备及其零件，钢铁制品的批发、进出口、佣金代理（拍卖除外）及其他相关配套服务；区内以数控机械产品为主的国际贸易、转口贸易、区内企业间的贸易及贸易代理；区内上述产品的仓储及展示；区内商业性简单加工；区内贸易咨询服务（不涉及国营贸易管理商品，涉及配额、许可证管理、专项规定管理的商品按照国家有关规定办理）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】  ,有限责任公司(外国法人独资),存续,2007-04-16,570万美元,410万人民币,310115400221391,91310115660761366T,2007-04-16             至 2037-04-15,14,,中国（上海）自由贸易试验区美约路81号3幢102、202部位,机械、机械器具和零件及其配套软件，电机、电气设备及其零件，钢铁制品的批发、进出口、佣金代理（拍卖除外）及其他相关配套服务；区内以数控机械产品为主的国际贸易、转口贸易、区内企业间的贸易及贸易代理；区内上述产品的仓储及展示；区内商业性简单加工；区内贸易咨询服务（不涉及国营贸易管理商品，涉及配额、许可证管理、专项规定管理的商品按照国家有关规定办理）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310115660761366T,增值税一般纳税人,批发业,自由贸易试验区市场监督管理局,"MICROMATIC MACHINE TOOLS(SHANGHAI)CO.,LTD.",660761366,2021-12-13,小于50人,78
希阿埃水泵（上海）有限公司,672383343,https://www.tianyancha.com/company/672383343,希阿埃水泵（上海）有限公司,存续 小微企业 ,Selvaraj Gopal,2,上海市闵行区七莘路1855号七幢510室  ,021-54405082,zhao@crifluidsystems.com,"[""zhao@crifluidsystems.com"",""cri@bombascri.com.cn"",""cailin@bombascri.com.cn"",""cri@bombascri.com""]",,"[""zhao@crifluidsystems.com"",""cri@bombascri.com.cn"",""cailin@bombascri.com.cn"",""cri@bombascri.com""]", 注册号：****所在地：上海市注册资本：87万美元法定代表：SoundararajanGopal企业类型：有限责任公司（外国法人独资）登记状态：存续登记机关：上海市工商局注册地址：上海市闵行区银都路588号53幢17号库  ,有限责任公司(外国法人独资),存续,2013-02-27,400万美元,186.989万美元,310000400705155,913100000609251524,2013-02-27             至 2043-02-26,2,-,上海市闵行区七莘路1855号七幢510室,从事水泵、各种发动机、金属材料及制品（钢材及贵金属除外）、给水排水设备、水处理设备、污水提升装置、一体化预制泵站、检测与控制设备以及配套软件制造、开发、销售，PVC管及管件，精密仪器和电子电工机械产品及零部件、机械设备及零配件的批发、佣金代理（拍卖除外），提供相关配套服务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请），货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,913100000609251524,增值税一般纳税人,批发业,上海市市场监督管理局,"C.R.I. PUMPS(SHANGHAI) CO.,LTD.",060925152,2019-11-08,小于50人,78
百瑞空气处理设备（上海）有限公司,1394518754,https://www.tianyancha.com/company/1394518754,百瑞空气处理设备（上海）有限公司,存续 小微企业 ,DINESH KUMAR GUPTA,1,上海市闵行区中连路199号5幢102室  ,021-34201182,info@bryair.com.cn,"[""info@bryair.com.cn"",""kanacui@bryair.com.cn""]",,"[""info@bryair.com.cn"",""kanacui@bryair.com.cn""]", 注册号：****所在地：上海市注册资本：114万美元法定代表：DINESHKUMARGUPTA企业类型：有限责任公司（外国法人独资）登记状态：存续登记机关：上海市工商局注册地址：上海市闵行区剑川路951号F幢  ,有限责任公司(外国法人独资),存续,2007-04-17,114万美元,114万美元,310000400510831,91310000798969768W,2007-04-17             至 2027-04-16,-,-,上海市闵行区中连路199号5幢102室,设计、生产、组装干燥机、空调设备及其零部件、加湿机、除湿机、加湿器、空气干燥机、化学过滤箱、热回收转轮、带热回收转轮的新风空调箱，销售自产产品，并提供相关售后服务；上述产品同类商品的批发、佣金代理（拍卖除外）、进出口及其相关配套业务（涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310000798969768W,增值税一般纳税人,批发业,上海市工商行政管理局,-,798969768,2018-05-08,-,68
安复仕软件开发（上海）有限公司,542327466,https://www.tianyancha.com/company/542327466,安复仕软件开发（上海）有限公司,存续 曾用名 小微企业 ,NARAYAN SUBRAMANIAN,2,上海市黄浦区黄河路21号11楼1162室  ,021-20501729,peggy.wang@mphasis.com,,,, 安复仕软件开发（上海）有限公司成立于1999年05月25日，主要经营范围为研究开发计算机软件，销售自产产品，提供相关的技术和咨询服务，以服务外包方式设立客户服务中心提供客户服务等。  ,有限责任公司(外国法人独资),存续,1999-05-25,500.5万美元,500万人民币,310000400216532,91310000607405776B,1999-05-25             至 2049-05-24,-,,上海市黄浦区黄河路21号11楼1162室,研究开发计算机软件，销售自产产品，提供相关的技术和咨询服务，以服务外包方式设立客户服务中心提供客户服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,91310000607405776B,增值税一般纳税人,软件和信息技术服务业,上海市市场监督管理局,-,607405776,2021-02-01,-,80
